MessageID, ChatID, Message, MemberID, CreatedAt
2753, 28, a town jumped under the town., 100, 2019-01-23 15:34:24
2754, 28, the car jumped from the dog., 99, 2019-01-23 07:03:58
2755, 28, any town ran over some town., 96, 2019-01-23 14:28:15
2756, 28, the dog skipped under some dog., 98, 2019-01-23 06:16:11
2757, 28, a dog walked on the town., 66, 2019-01-23 18:15:05
2758, 28, one girl jumped to any boy., 46, 2019-01-23 11:44:10
2759, 28, a car ran over any boy., 51, 2019-01-23 11:53:54
2760, 28, the car ran over some girl., 26, 2019-01-23 03:48:22
2761, 28, one town jumped to the car., 91, 2019-01-23 03:14:34
2762, 28, one boy drove on a town., 65, 2019-01-23 00:26:27
2763, 28, one girl walked from the dog., 93, 2019-01-23 23:06:27
2764, 28, the boy ran under any boy., 37, 2019-01-23 03:06:57
2765, 28, the dog drove over any dog., 95, 2019-01-23 22:51:09
2766, 28, a town skipped to some dog., 43, 2019-01-23 15:18:06
2767, 28, one girl drove on the girl., 97, 2019-01-23 11:28:33
2768, 28, some town jumped under the town., 38, 2019-01-23 06:24:09
2769, 28, some town skipped on one dog., 76, 2019-01-23 21:20:23
2770, 28, one girl skipped over any girl., 54, 2019-01-23 03:17:53
2771, 28, the town jumped on any dog., 19, 2019-01-23 15:33:18
2772, 28, any car skipped on the girl., 71, 2019-01-23 19:10:26
2773, 28, some boy skipped under a girl., 62, 2019-01-23 16:25:26
2774, 28, any car drove from a girl., 66, 2019-01-23 11:04:22
2775, 28, any car jumped under some town., 37, 2019-01-23 06:24:49
2776, 28, the dog walked over some dog., 2, 2019-01-23 22:28:29
2777, 28, a boy walked from a dog., 2, 2019-01-23 13:09:29
2778, 28, one car walked from one car., 18, 2019-01-23 08:31:21
2779, 28, any town ran on a boy., 96, 2019-01-23 04:57:03
2780, 28, some dog drove from one car., 56, 2019-01-23 06:23:22
2781, 28, any dog ran on the dog., 59, 2019-01-23 20:17:11
2782, 28, any dog jumped from the dog., 45, 2019-01-23 15:48:14
2783, 28, a girl drove on a dog., 3, 2019-01-23 04:15:06
2784, 28, a girl jumped on a car., 29, 2019-01-23 02:50:53
2785, 28, the girl drove from any car., 11, 2019-01-23 19:25:33
2786, 28, some dog ran on any dog., 31, 2019-01-23 04:41:34
2787, 28, any town skipped under one girl., 40, 2019-01-23 22:41:43
2788, 28, one girl drove from the car., 26, 2019-01-23 17:43:22
2789, 28, a girl jumped from any dog., 35, 2019-01-23 19:03:24
2790, 28, some town drove from a town., 84, 2019-01-23 15:32:21
2791, 28, any girl drove from a dog., 95, 2019-01-23 20:58:52
2792, 28, the dog drove over a car., 36, 2019-01-23 12:22:07
2793, 28, one town ran over the car., 88, 2019-01-23 16:18:12
2794, 28, a boy jumped from the dog., 99, 2019-01-23 06:11:22
2795, 28, a boy drove from some dog., 42, 2019-01-23 19:21:37
2796, 28, one boy skipped under the girl., 62, 2019-01-23 08:05:12
2797, 28, any town walked under any car., 65, 2019-01-23 00:30:31
2798, 28, the dog skipped to a town., 97, 2019-01-23 23:06:54
2799, 28, the town jumped to the car., 50, 2019-01-23 06:29:47
2800, 28, a car jumped from some car., 49, 2019-01-23 23:59:34
2801, 29, some town drove over any boy., 43, 2019-01-23 19:10:01
2802, 29, one car jumped over some boy., 46, 2019-01-23 07:07:16
2803, 29, some dog walked to one boy., 83, 2019-01-23 17:36:48
2804, 29, some town jumped from any boy., 4, 2019-01-23 03:28:03
2805, 29, some dog jumped on a dog., 40, 2019-01-23 23:40:42
2806, 29, any dog skipped over one dog., 48, 2019-01-24 13:15:05
2807, 29, any girl drove under the town., 39, 2019-01-24 09:08:20
2808, 29, the town skipped to the dog., 9, 2019-01-24 09:09:17
2809, 29, the dog skipped on any boy., 72, 2019-01-24 06:21:40
2810, 29, some boy drove from a girl., 78, 2019-01-24 08:25:28
2811, 29, a town jumped on one boy., 7, 2019-01-24 20:48:25
2812, 29, a boy skipped from the boy., 1, 2019-01-24 19:37:45
2813, 29, the town walked under one car., 21, 2019-01-24 14:17:31
2814, 29, a car ran from some car., 7, 2019-01-24 06:29:45
2815, 29, some girl walked from the girl., 56, 2019-01-24 11:34:03
2816, 29, any dog drove on some boy., 19, 2019-01-24 12:44:27
2817, 29, the boy jumped to some town., 17, 2019-01-24 11:58:25
2818, 29, the dog skipped over some boy., 8, 2019-01-24 15:34:27
2819, 29, the dog ran over a boy., 98, 2019-01-24 03:50:31
2820, 29, one car drove to one car., 25, 2019-01-24 21:21:07
2821, 29, a town jumped under one car., 24, 2019-01-24 12:54:13
2822, 29, the dog ran under any boy., 31, 2019-01-24 06:54:13
2823, 29, some boy ran to any girl., 14, 2019-01-24 04:28:30
2824, 29, one car skipped over any dog., 89, 2019-01-24 06:48:27
2825, 29, the boy walked on some town., 64, 2019-01-24 18:09:44
2826, 29, the dog drove from any girl., 63, 2019-01-24 11:55:22
2827, 29, one dog ran on a dog., 27, 2019-01-24 15:03:24
2828, 29, some town walked under a girl., 29, 2019-01-24 01:15:16
2829, 29, one boy walked on any boy., 91, 2019-01-24 16:28:31
2830, 29, some girl walked on the boy., 2, 2019-01-24 16:00:29
2831, 29, some boy jumped from a girl., 56, 2019-01-24 20:37:28
2832, 29, a girl skipped over a girl., 7, 2019-01-24 01:22:38
2833, 29, any car drove over some boy., 93, 2019-01-24 12:36:33
2834, 29, the car drove over some girl., 84, 2019-01-24 21:06:17
2835, 29, one town ran on one dog., 45, 2019-01-24 05:01:18
2836, 29, the girl drove to one dog., 91, 2019-01-24 07:58:04
2837, 29, the boy skipped over any boy., 32, 2019-01-24 09:55:11
2838, 29, one car ran to a dog., 23, 2019-01-24 03:14:31
2839, 29, a boy jumped over the girl., 7, 2019-01-24 00:12:52
2840, 29, the dog walked from any town., 73, 2019-01-24 14:21:05
2841, 29, some town skipped over one car., 59, 2019-01-24 03:41:09
2842, 29, some dog skipped over any boy., 5, 2019-01-24 04:44:56
2843, 29, any town skipped over any girl., 19, 2019-01-24 08:42:19
2844, 29, some dog ran on the boy., 64, 2019-01-24 12:37:48
2845, 29, the boy walked on the town., 74, 2019-01-24 06:44:37
2846, 29, some dog walked from the town., 78, 2019-01-24 13:23:10
2847, 29, any girl skipped under the town., 27, 2019-01-24 06:18:19
2848, 29, one town walked from some boy., 73, 2019-01-24 13:32:49
2849, 29, one girl skipped from any boy., 88, 2019-01-24 15:34:01
2850, 29, a boy skipped to any car., 17, 2019-01-24 21:27:01
2851, 29, a dog ran under a girl., 48, 2019-01-24 18:09:16
2852, 29, some boy ran from any dog., 72, 2019-01-24 19:58:30
2853, 29, one town walked on a boy., 95, 2019-01-24 19:33:02
2854, 29, the town walked to some girl., 63, 2019-01-24 13:14:17
2855, 29, a town drove on some boy., 61, 2019-01-24 18:43:19
2856, 29, any boy jumped over any town., 51, 2019-01-24 06:12:21
2857, 29, a town drove to one girl., 25, 2019-01-24 04:52:05
2858, 29, the girl skipped under one town., 33, 2019-01-24 19:46:27
2859, 29, the boy ran on some boy., 29, 2019-01-24 06:28:00
2860, 29, a town ran over some car., 4, 2019-01-24 08:54:52
2861, 29, a boy drove over a boy., 86, 2019-01-24 15:38:29
2862, 29, some car walked on one girl., 73, 2019-01-24 10:52:21
2863, 29, any boy walked on a car., 43, 2019-01-24 09:53:31
2864, 29, some car skipped to some town., 17, 2019-01-24 13:32:51
2865, 29, some dog drove on some girl., 1, 2019-01-24 19:41:26
2866, 29, the boy skipped from one town., 68, 2019-01-24 05:53:10
2867, 29, any boy walked on the dog., 7, 2019-01-24 07:59:23
2868, 29, any boy drove over some boy., 65, 2019-01-24 10:46:01
2869, 29, a dog walked on some car., 92, 2019-01-24 01:39:45
2870, 29, the car drove on any dog., 48, 2019-01-24 17:16:33
2871, 29, the boy jumped from one boy., 19, 2019-01-24 06:01:42
2872, 29, the town skipped on the dog., 80, 2019-01-24 17:33:47
2873, 29, a town ran under any town., 92, 2019-01-24 16:25:03
2874, 29, one boy drove to some car., 18, 2019-01-24 11:39:17
2875, 29, one girl ran on one boy., 75, 2019-01-24 22:09:56
2876, 29, one town drove to a car., 70, 2019-01-24 21:09:09
2877, 29, a girl ran to any dog., 65, 2019-01-24 05:22:39
2878, 29, any boy walked on any dog., 1, 2019-01-24 14:52:36
2879, 29, one girl ran over any boy., 14, 2019-01-24 23:38:48
2880, 29, one girl skipped from the girl., 6, 2019-01-24 23:49:14
2881, 29, the town walked under the dog., 29, 2019-01-24 07:17:14
2882, 29, a car drove on a girl., 94, 2019-01-24 23:31:14
2883, 29, a boy ran from the dog., 94, 2019-01-24 20:17:36
2884, 29, one dog skipped over the town., 5, 2019-01-24 02:27:20
2885, 29, the dog ran from one dog., 59, 2019-01-24 18:54:21
2886, 29, some town drove from some girl., 90, 2019-01-24 11:08:58
2887, 29, some girl skipped to any town., 11, 2019-01-24 13:06:40
2888, 29, some girl ran under one car., 73, 2019-01-24 23:58:53
2889, 29, some girl ran on any town., 89, 2019-01-24 21:13:47
2890, 29, any dog ran to the car., 79, 2019-01-24 10:07:04
2891, 29, some girl skipped under any car., 71, 2019-01-24 06:00:34
2892, 29, some dog walked on the dog., 92, 2019-01-24 08:19:45
2893, 29, any girl ran on one dog., 34, 2019-01-24 21:05:07
2894, 29, some dog drove over one car., 17, 2019-01-24 02:30:40
2895, 29, some dog ran to any boy., 17, 2019-01-24 06:43:14
2896, 29, a boy skipped over one dog., 32, 2019-01-24 10:47:23
2897, 29, the town skipped over a dog., 57, 2019-01-24 18:02:01
2898, 29, some dog skipped from some boy., 16, 2019-01-24 06:17:17
2899, 29, the boy skipped from the town., 8, 2019-01-24 16:55:33
2900, 29, one car ran to the car., 68, 2019-01-24 10:09:33
2901, 30, some dog jumped to one town., 12, 2019-01-24 18:53:57
2902, 30, the town drove to any dog., 29, 2019-01-24 19:14:26
2903, 30, any girl walked over some boy., 64, 2019-01-24 02:41:56
2904, 30, the town jumped from any car., 78, 2019-01-24 16:43:57
2905, 30, any boy drove on a car., 92, 2019-01-24 05:24:49
2906, 30, one town ran to any boy., 81, 2019-01-24 04:24:40
2907, 30, any car ran under a town., 70, 2019-01-24 06:50:08
2908, 30, one town skipped on some car., 16, 2019-01-24 02:40:38
2909, 30, a town walked under any town., 71, 2019-01-24 11:34:57
2910, 30, one boy drove to some girl., 60, 2019-01-24 17:19:51
2911, 30, some dog jumped under some town., 43, 2019-01-24 07:22:42
2912, 30, one girl drove under some car., 85, 2019-01-24 16:21:56
2913, 30, a car drove from any town., 1, 2019-01-24 08:21:48
2914, 30, some town ran to some car., 13, 2019-01-24 20:40:53
2915, 30, the car drove under some town., 97, 2019-01-24 15:47:57
2916, 30, one boy drove under the town., 12, 2019-01-24 05:47:29
2917, 30, the town ran under some boy., 55, 2019-01-24 10:16:28
2918, 30, a car skipped on some car., 56, 2019-01-24 23:00:35
2919, 30, the boy walked from the boy., 38, 2019-01-24 16:20:31
2920, 30, some girl drove under one boy., 98, 2019-01-24 06:38:37
2921, 30, any car drove over a boy., 92, 2019-01-24 14:23:26
2922, 30, any girl skipped under a car., 48, 2019-01-24 15:56:19
2923, 30, any girl walked to the car., 52, 2019-01-24 08:03:47
2924, 30, one town walked from the town., 29, 2019-01-24 21:42:05
2925, 30, one girl skipped under a boy., 26, 2019-01-24 13:36:47
2926, 30, a boy ran to any girl., 3, 2019-01-24 06:48:44
2927, 30, some town ran from one dog., 50, 2019-01-24 09:01:23
2928, 30, any dog jumped over one town., 55, 2019-01-25 14:41:35
2929, 30, one boy skipped under any dog., 95, 2019-01-25 14:11:04
2930, 30, one girl ran over any girl., 59, 2019-01-25 18:10:06
2931, 30, one town skipped over one town., 98, 2019-01-25 01:07:08
2932, 30, the girl drove to any car., 49, 2019-01-25 18:16:09
2933, 30, the car skipped to one town., 74, 2019-01-25 00:07:09
2934, 30, any boy jumped to the car., 17, 2019-01-25 18:09:47
2935, 30, some town ran under a girl., 2, 2019-01-25 17:34:46
2936, 30, some boy drove under one girl., 11, 2019-01-25 04:05:18
2937, 30, the boy jumped to any town., 35, 2019-01-25 17:35:31
2938, 30, a dog walked under any car., 82, 2019-01-25 11:39:45
2939, 30, any boy skipped over the boy., 85, 2019-01-25 05:49:32
2940, 30, one town drove under the girl., 62, 2019-01-25 06:50:36
2941, 30, a town jumped over some town., 10, 2019-01-25 04:12:40
2942, 30, the boy jumped over some dog., 99, 2019-01-25 08:42:42
2943, 30, one boy skipped to the boy., 31, 2019-01-25 13:46:45
2944, 30, the car jumped under some car., 3, 2019-01-25 10:41:08
2945, 30, some dog drove under any town., 2, 2019-01-25 19:43:23
2946, 30, any car jumped from a car., 66, 2019-01-25 01:22:37
2947, 30, one girl jumped to a dog., 36, 2019-01-25 09:23:26
2948, 30, a boy jumped under a girl., 68, 2019-01-25 01:55:27
2949, 30, any girl skipped under one car., 94, 2019-01-25 06:20:32
2950, 30, some dog drove under the girl., 87, 2019-01-25 23:45:05
2951, 30, a boy walked on some boy., 39, 2019-01-25 16:49:53
2952, 30, one dog walked under the town., 27, 2019-01-25 19:47:23
2953, 30, a girl skipped on any dog., 25, 2019-01-25 15:01:37
2954, 30, one town drove under a car., 31, 2019-01-25 06:58:08
2955, 30, one dog skipped under any dog., 51, 2019-01-25 03:41:45
2956, 30, some car drove to a girl., 5, 2019-01-25 20:05:05
2957, 30, any dog jumped to a town., 26, 2019-01-25 05:47:08
2958, 30, a car jumped from a boy., 32, 2019-01-25 11:38:21
2959, 30, some car drove on any dog., 23, 2019-01-25 10:40:19
2960, 30, a town skipped under a dog., 43, 2019-01-25 09:43:00
2961, 30, the car jumped from some car., 88, 2019-01-25 09:24:48
2962, 30, some town skipped under some car., 70, 2019-01-25 07:47:08
2963, 30, the boy skipped over the town., 12, 2019-01-25 19:58:30
2964, 30, some girl jumped to any girl., 58, 2019-01-25 19:52:15
2965, 30, some boy jumped to one boy., 93, 2019-01-25 16:07:41
2966, 30, any boy walked over a car., 15, 2019-01-25 11:43:39
2967, 30, the girl walked on some town., 50, 2019-01-25 04:49:15
2968, 30, any boy jumped under any girl., 13, 2019-01-25 03:49:54
2969, 30, some dog drove from some girl., 68, 2019-01-25 23:43:17
2970, 30, some town drove on some boy., 35, 2019-01-25 15:58:01
2971, 30, a town ran under the dog., 94, 2019-01-25 10:19:16
2972, 30, a town jumped from some dog., 11, 2019-01-25 03:30:28
2973, 30, one boy ran from the dog., 83, 2019-01-25 00:16:41
2974, 30, the dog drove to a boy., 8, 2019-01-25 13:54:24
2975, 30, the town jumped on some dog., 45, 2019-01-25 01:56:38
2976, 30, a boy walked from the car., 7, 2019-01-25 12:55:26
2977, 30, a girl ran from some town., 93, 2019-01-25 02:52:46
2978, 30, any town jumped under some town., 24, 2019-01-25 09:24:34
2979, 30, some girl walked over any dog., 39, 2019-01-25 17:39:19
2980, 30, the girl walked to any town., 37, 2019-01-25 03:10:51
2981, 30, the dog jumped to some dog., 70, 2019-01-25 11:26:49
2982, 30, the town jumped over the boy., 56, 2019-01-25 21:08:34
2983, 30, a dog drove over some girl., 33, 2019-01-25 01:10:23
2984, 30, one boy skipped from the boy., 12, 2019-01-25 22:47:18
2985, 30, one car jumped over the boy., 43, 2019-01-25 06:55:28
2986, 30, some dog skipped on one boy., 48, 2019-01-25 21:11:46
2987, 30, the boy ran over the car., 79, 2019-01-25 09:10:50
2988, 30, the girl ran under the town., 97, 2019-01-25 13:47:45
2989, 30, any car ran to some car., 96, 2019-01-25 13:42:59
2990, 30, one girl drove to any dog., 33, 2019-01-25 10:11:34
2991, 30, any girl drove to the town., 12, 2019-01-25 14:49:10
2992, 30, a boy jumped over one town., 31, 2019-01-25 17:44:24
2993, 30, the town walked over a boy., 44, 2019-01-25 20:15:55
2994, 30, one boy drove to the town., 20, 2019-01-25 17:10:17
2995, 30, any town drove to a town., 71, 2019-01-25 02:48:16
2996, 30, one boy skipped over a girl., 55, 2019-01-25 05:29:30
2997, 30, a dog jumped on a car., 72, 2019-01-25 06:26:28
2998, 30, any girl jumped from a car., 76, 2019-01-25 23:01:26
2999, 30, some car skipped under some girl., 100, 2019-01-25 19:12:06
3000, 30, any town jumped from a car., 37, 2019-01-25 09:21:36
3001, 31, some town walked under any boy., 53, 2019-01-25 01:08:57
3002, 31, a dog drove to the dog., 67, 2019-01-25 17:39:00
3003, 31, the car ran from one girl., 82, 2019-01-25 04:53:16
3004, 31, the girl ran under any town., 53, 2019-01-25 06:44:56
3005, 31, any town jumped under a dog., 42, 2019-01-25 12:33:55
3006, 31, some dog ran over any town., 4, 2019-01-25 06:31:17
3007, 31, one town skipped under a car., 33, 2019-01-25 16:15:41
3008, 31, any boy walked on one dog., 93, 2019-01-25 01:42:06
3009, 31, some car walked over one boy., 98, 2019-01-25 04:52:10
3010, 31, one boy drove to the car., 53, 2019-01-25 08:48:17
3011, 31, some car ran to some dog., 93, 2019-01-25 13:29:54
3012, 31, any dog skipped on a town., 90, 2019-01-25 01:46:57
3013, 31, some town skipped over some dog., 1, 2019-01-25 06:43:22
3014, 31, a dog ran from some dog., 46, 2019-01-25 20:34:45
3015, 31, one car walked from a town., 42, 2019-01-25 23:37:19
3016, 31, one girl jumped from the car., 77, 2019-01-25 23:22:03
3017, 31, a girl walked from some car., 14, 2019-01-25 17:00:14
3018, 31, one town skipped under the boy., 87, 2019-01-25 23:14:18
3019, 31, one girl ran under the dog., 88, 2019-01-25 06:55:21
3020, 31, one car skipped to any girl., 30, 2019-01-25 18:46:31
3021, 31, the boy walked under some town., 34, 2019-01-25 11:06:47
3022, 31, the car ran over a town., 53, 2019-01-25 15:01:23
3023, 31, any car drove to one girl., 69, 2019-01-25 11:04:34
3024, 31, any car jumped under a boy., 13, 2019-01-25 17:02:19
3025, 31, a girl drove to one town., 18, 2019-01-25 06:49:16
3026, 31, some girl walked on a girl., 65, 2019-01-25 17:37:47
3027, 31, one dog walked to any town., 91, 2019-01-25 13:09:31
3028, 31, some boy drove to any car., 54, 2019-01-25 16:02:40
3029, 31, a boy walked over a car., 48, 2019-01-25 12:32:53
3030, 31, one town skipped to the girl., 37, 2019-01-25 05:13:27
3031, 31, some boy drove to a girl., 20, 2019-01-25 01:26:31
3032, 31, some girl skipped on any boy., 27, 2019-01-25 13:47:13
3033, 31, one boy jumped over a boy., 32, 2019-01-25 02:25:06
3034, 31, some girl jumped on some car., 47, 2019-01-25 01:49:20
3035, 31, the boy walked on one car., 65, 2019-01-25 10:59:37
3036, 31, the girl jumped to any dog., 25, 2019-01-25 08:04:14
3037, 31, any girl drove under any girl., 45, 2019-01-25 23:01:17
3038, 31, the girl walked to some girl., 1, 2019-01-25 12:52:56
3039, 31, a boy jumped under a girl., 40, 2019-01-25 07:36:32
3040, 31, any town jumped on a car., 48, 2019-01-25 12:56:53
3041, 31, a girl jumped from one car., 39, 2019-01-25 21:59:02
3042, 31, a girl jumped under the girl., 66, 2019-01-25 06:00:01
3043, 31, one car drove from any dog., 90, 2019-01-25 13:51:51
3044, 31, one town drove on a car., 36, 2019-01-25 20:53:32
3045, 31, the town jumped over one town., 41, 2019-01-25 11:42:38
3046, 31, the town ran to one town., 63, 2019-01-25 18:37:55
3047, 31, one town jumped from a boy., 1, 2019-01-25 00:56:53
3048, 31, one girl ran on a girl., 33, 2019-01-25 23:13:53
3049, 31, the girl skipped on some girl., 38, 2019-01-25 05:17:07
3050, 31, some town skipped from the town., 28, 2019-01-26 00:06:51
3051, 31, one car walked from some dog., 11, 2019-01-26 22:03:01
3052, 31, some car skipped under a dog., 53, 2019-01-26 00:54:23
3053, 31, a dog jumped from the town., 20, 2019-01-26 17:19:46
3054, 31, one girl drove to one dog., 49, 2019-01-26 23:09:17
3055, 31, any girl jumped on one girl., 84, 2019-01-26 18:48:44
3056, 31, the dog skipped under any boy., 68, 2019-01-26 07:16:01
3057, 31, the town ran from one girl., 26, 2019-01-26 16:15:49
3058, 31, the boy ran from the girl., 52, 2019-01-26 02:42:51
3059, 31, any boy drove from any boy., 67, 2019-01-26 10:27:28
3060, 31, the dog drove over some girl., 25, 2019-01-26 18:21:41
3061, 31, one town ran over some town., 35, 2019-01-26 08:46:56
3062, 31, one car skipped under the car., 1, 2019-01-26 12:23:53
3063, 31, the boy drove under some boy., 95, 2019-01-26 04:41:43
3064, 31, any town skipped over one dog., 90, 2019-01-26 01:33:10
3065, 31, any girl ran on some girl., 55, 2019-01-26 19:41:12
3066, 31, any town skipped under one town., 73, 2019-01-26 19:50:32
3067, 31, a boy ran on a boy., 66, 2019-01-26 18:29:24
3068, 31, any boy drove to the car., 49, 2019-01-26 08:10:51
3069, 31, some town drove over some town., 67, 2019-01-26 06:04:54
3070, 31, any car skipped under any town., 17, 2019-01-26 00:17:21
3071, 31, any town jumped from any car., 65, 2019-01-26 19:21:38
3072, 31, a dog walked on some town., 6, 2019-01-26 10:06:05
3073, 31, some car ran to one car., 45, 2019-01-26 13:26:19
3074, 31, a town walked on the dog., 22, 2019-01-26 19:52:38
3075, 31, some car walked under some town., 18, 2019-01-26 00:59:33
3076, 31, some car walked from any boy., 40, 2019-01-26 22:30:41
3077, 31, one boy ran to one boy., 89, 2019-01-26 07:03:35
3078, 31, any car drove on some car., 30, 2019-01-26 04:17:29
3079, 31, the dog ran on one girl., 23, 2019-01-26 08:09:07
3080, 31, one town skipped under the boy., 77, 2019-01-26 08:07:43
3081, 31, any girl drove from some dog., 43, 2019-01-26 06:07:28
3082, 31, any girl walked to any town., 97, 2019-01-26 14:48:34
3083, 31, any girl walked to any girl., 92, 2019-01-26 15:32:59
3084, 31, a car ran from any car., 13, 2019-01-26 17:07:30
3085, 31, a dog skipped to some dog., 33, 2019-01-26 22:46:31
3086, 31, some town drove from one town., 37, 2019-01-26 20:55:54
3087, 31, some car jumped from some boy., 14, 2019-01-26 10:35:04
3088, 31, some dog walked from a dog., 87, 2019-01-26 21:17:35
3089, 31, some car skipped over one boy., 70, 2019-01-26 08:21:01
3090, 31, any boy ran under one car., 36, 2019-01-26 19:14:18
3091, 31, one town jumped under any girl., 94, 2019-01-26 11:35:37
3092, 31, the girl skipped over a town., 82, 2019-01-26 19:32:14
3093, 31, the girl skipped on one car., 43, 2019-01-26 07:49:37
3094, 31, one car ran on any town., 73, 2019-01-26 19:14:21
3095, 31, some boy ran to one boy., 66, 2019-01-26 11:52:16
3096, 31, any girl walked to any dog., 93, 2019-01-26 06:28:35
3097, 31, one car jumped over the town., 75, 2019-01-26 18:24:55
3098, 31, one car ran over any town., 62, 2019-01-26 02:12:44
3099, 31, a dog skipped to one girl., 17, 2019-01-26 11:14:56
3100, 31, any girl jumped from the boy., 30, 2019-01-26 11:05:15
3101, 32, the dog walked on any car., 90, 2019-01-26 13:11:00
3102, 32, the dog ran from some girl., 92, 2019-01-26 01:06:50
3103, 32, any town ran on some girl., 81, 2019-01-26 08:31:21
3104, 32, a boy jumped to the town., 58, 2019-01-26 06:50:47
3105, 32, one girl walked on one girl., 89, 2019-01-26 05:38:08
3106, 32, the dog ran to any dog., 57, 2019-01-26 11:31:34
3107, 32, the town walked under the boy., 52, 2019-01-26 08:59:06
3108, 32, some girl drove on any town., 45, 2019-01-26 13:10:55
3109, 32, some girl walked to some boy., 52, 2019-01-26 07:37:02
3110, 32, any girl ran on a boy., 42, 2019-01-26 14:45:53
3111, 32, some car ran from the dog., 45, 2019-01-26 07:04:15
3112, 32, some girl drove over any dog., 41, 2019-01-26 20:09:56
3113, 32, some car jumped from the dog., 27, 2019-01-26 02:32:14
3114, 32, any town skipped over the boy., 30, 2019-01-26 10:17:01
3115, 32, the town skipped on a girl., 53, 2019-01-26 04:53:51
3116, 32, any town drove on some car., 62, 2019-01-26 23:03:15
3117, 32, one girl drove over some town., 77, 2019-01-26 16:32:40
3118, 32, a dog walked on a girl., 98, 2019-01-26 09:51:53
3119, 32, one car skipped on the dog., 78, 2019-01-26 19:43:35
3120, 32, the boy drove on any town., 18, 2019-01-26 04:43:40
3121, 32, the boy drove on some girl., 31, 2019-01-26 08:20:57
3122, 32, one town drove to any boy., 39, 2019-01-26 13:13:46
3123, 32, any town jumped to the dog., 27, 2019-01-26 19:44:00
3124, 32, the boy ran from a girl., 23, 2019-01-26 06:23:46
3125, 32, the boy drove on some car., 47, 2019-01-26 11:55:29
3126, 32, a girl walked from one boy., 37, 2019-01-26 06:38:27
3127, 32, the boy drove on any town., 71, 2019-01-26 19:35:02
3128, 32, a boy walked over the boy., 33, 2019-01-26 15:06:21
3129, 32, any boy drove to a dog., 58, 2019-01-26 08:52:30
3130, 32, a dog ran to the car., 17, 2019-01-26 11:39:34
3131, 32, any town ran on the town., 1, 2019-01-26 08:35:51
3132, 32, any dog skipped over some town., 8, 2019-01-26 01:59:46
3133, 32, some town skipped over the car., 9, 2019-01-26 13:53:33
3134, 32, any dog drove on the girl., 85, 2019-01-26 11:59:10
3135, 32, any town drove over any boy., 44, 2019-01-26 06:50:59
3136, 32, a dog drove over any car., 35, 2019-01-26 11:20:40
3137, 32, some dog skipped to some girl., 34, 2019-01-26 08:01:52
3138, 32, the boy walked from a girl., 82, 2019-01-26 07:11:47
3139, 32, some town drove on some girl., 14, 2019-01-26 14:52:35
3140, 32, a boy ran on one boy., 50, 2019-01-26 13:47:35
3141, 32, a dog ran on one boy., 61, 2019-01-26 05:33:07
3142, 32, some town ran from a town., 94, 2019-01-26 13:22:57
3143, 32, any boy drove from one car., 64, 2019-01-26 21:42:53
3144, 32, a car ran under one town., 85, 2019-01-26 07:58:14
3145, 32, one dog drove to a car., 13, 2019-01-26 03:46:19
3146, 32, one car walked under the dog., 78, 2019-01-26 07:21:08
3147, 32, any girl ran over a town., 55, 2019-01-26 03:03:02
3148, 32, some girl walked on one girl., 91, 2019-01-26 03:26:36
3149, 32, some girl drove on some car., 79, 2019-01-26 12:36:18
3150, 32, one boy skipped over one car., 94, 2019-01-26 22:32:00
3151, 32, the dog jumped over some boy., 53, 2019-01-26 06:26:04
3152, 32, any car jumped from a boy., 59, 2019-01-26 13:08:31
3153, 32, some dog jumped to a dog., 39, 2019-01-26 22:52:27
3154, 32, the boy skipped under any boy., 4, 2019-01-26 17:20:10
3155, 32, one dog drove from a dog., 7, 2019-01-26 00:33:18
3156, 32, a dog drove over one girl., 81, 2019-01-26 03:48:56
3157, 32, the town skipped on one boy., 59, 2019-01-26 01:23:54
3158, 32, any dog ran under a dog., 70, 2019-01-26 11:43:14
3159, 32, the town drove from the town., 87, 2019-01-26 20:36:42
3160, 32, any town jumped from any boy., 78, 2019-01-26 19:13:12
3161, 32, one dog ran to any boy., 73, 2019-01-26 14:16:13
3162, 32, any boy skipped on the dog., 74, 2019-01-26 08:55:52
3163, 32, some town walked from a girl., 81, 2019-01-26 02:49:12
3164, 32, some dog jumped to one car., 92, 2019-01-26 22:36:53
3165, 32, any girl drove from some dog., 98, 2019-01-26 18:17:28
3166, 32, one dog drove to one girl., 47, 2019-01-26 00:10:01
3167, 32, a girl drove to the boy., 43, 2019-01-26 17:20:12
3168, 32, a town walked from the girl., 72, 2019-01-26 12:13:55
3169, 32, one girl drove on the girl., 92, 2019-01-26 10:00:35
3170, 32, any girl ran from some boy., 20, 2019-01-26 19:59:27
3171, 32, any boy skipped over a boy., 17, 2019-01-26 08:21:44
3172, 32, one car walked from the girl., 44, 2019-01-27 19:03:55
3173, 32, the dog walked to the dog., 14, 2019-01-27 12:48:19
3174, 32, some car walked on some boy., 80, 2019-01-27 16:09:59
3175, 32, some car ran to the car., 34, 2019-01-27 01:57:15
3176, 32, the boy skipped on one car., 78, 2019-01-27 10:14:03
3177, 32, the town walked on one car., 88, 2019-01-27 06:18:00
3178, 32, some girl skipped to some dog., 54, 2019-01-27 22:16:58
3179, 32, some car jumped to some dog., 82, 2019-01-27 23:27:54
3180, 32, some car ran over the boy., 80, 2019-01-27 12:03:19
